PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.Quantity,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.Quantity,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.Quantity,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.Quantity,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.Quantity,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.Quantity,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.Quantity,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.Quantity,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.Quantity,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.Quantity,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.Quantity,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.Quantity,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.Quantity,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.Quantity,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.Quantity,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.Quantity,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.Quantity,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.Quantity,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.Quantity,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.Quantity,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.Quantity,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.Quantity,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.Quantity,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.Quantity,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.Quantity,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.Quantity,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.Quantity
P20042,EIF2S2,Eukaryotic translation initiation factor 2 subunit 2,P20042,IF2B_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6709.22607421875,6811.349609375,6187.328125,6047.92626953125,4272.40185546875,6083.22802734375,4336.87890625,6093.0546875,8447.1181640625,7696.78515625,4282.7734375,6536.6328125,6311.95849609375,4983.75390625,7934.0927734375,8845.5107421875,8248.060546875,6785.767578125,6874.4296875,5495.4404296875,6459.59716796875,7120.1123046875,6124.93505859375,5414.68798828125,4817.3916015625,5751.5244140625,5902.35400390625,3880.340576171875,4999.51416015625,7254.369140625,6690.96142578125
P20073,ANXA7,Annexin A7,P20073,ANXA7_HUMAN,19,17,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,19,18,19,20,19,20,19,19,20,19,19,91900.234375,87492.5859375,91295.7890625,90050.75,91172.9765625,91499.109375,86217.421875,93714.4140625,87100.75,92378.546875,92288.9921875,90805.15625,88618.859375,90161.3984375,106514.4453125,112086.28125,110628.578125,106861.5546875,112230.546875,101844.515625,98899.1953125,93046.1171875,97506.3984375,92394.359375,89874.375,88530.7109375,86007.6953125,89230.546875,92456.59375,94700.296875,93620.2421875
P20160,AZU1,Azurocidin,P20160,CAP7_HUMAN,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18802.015625,17632.89453125,20552.732421875,19865.150390625,22122.6171875,17259.3125,16631.16015625,25871.896484375,24880.083984375,19462.5,34968.18359375,34570.40625,28712.041015625,42582.6796875,8366.0185546875,9457.51953125,12890.6201171875,15613.4013671875,21511.6171875,16840.3359375,15820.2890625,34702.36328125,40178.66015625,28194.560546875,26926.888671875,39209.36328125,33821.46484375,51217.84375,25012.060546875,22798.810546875,22886.763671875
P20339,RAB5A,Ras-related protein Rab-5A,P20339,RAB5A_HUMAN,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,47284.29296875,46814.49609375,45365.44921875,42593.4453125,44827.51953125,45651.0234375,45381.2578125,39800.75390625,41997.609375,44137.66796875,41288.37890625,41252.36328125,41434.703125,37980.57421875,45566.953125,40149.28125,39134.26171875,41891.19140625,43155.7109375,41962.0859375,43537.7109375,40103.38671875,38223.59765625,40480.10546875,42760.00390625,42600.65625,46239.48828125,38819.546875,40626.62109375,41198.09765625,40473.87890625
P20340,RAB6A,Ras-related protein Rab-6A,P20340,RAB6A_HUMAN,3,4,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,30447.380859375,34606.51171875,29240.53125,31615.74609375,33202.69140625,30910.041015625,30518.927734375,32941.48046875,36760.65234375,32933.74609375,36962.80859375,32427.43359375,33011.78125,34720.1171875,35320.18359375,36826.234375,35422.42578125,37814.265625,39124.3203125,36516.875,38324.359375,27863.025390625,30207.953125,28164.525390625,28340.748046875,28948.2890625,28873.6796875,30894.134765625,32166.55078125,34532.390625,32652.171875
P20382,PMCH,Pro-MCH,P20382,MCH_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3492.44677734375,4094.351318359375,3923.4833984375,4686.64990234375,3790.92529296875,3956.940673828125,4680.71240234375,3128.740234375,2466.456298828125,3686.2548828125,3268.775390625,3976.356689453125,3981.627197265625,2767.066650390625,3986.70703125,3975.9345703125,3971.040771484375,4402.916015625,3734.762939453125,3761.32080078125,3963.644775390625,4188.49365234375,4196.68994140625,4198.6904296875,4573.38427734375,4151.185546875,4232.92529296875,3605.726318359375,3832.018798828125,4753.20166015625,3754.090087890625
P20618,PSMB1,Proteasome subunit beta type-1,P20618,PSB1_HUMAN,13,14,13,14,14,14,14,13,13,13,14,14,13,13,14,13,14,13,13,13,13,14,13,13,13,13,13,13,13,13,13,100597.46875,105881.765625,104735.5859375,100853.140625,101233.2890625,101790.9140625,101428.546875,90863.796875,98151.40625,95389.6953125,93424.75,93063.5546875,96066.0625,94507.4375,108184.1171875,113194.0625,115484.25,114299.8828125,111773.5625,105812.6640625,109997.2734375,103948.1953125,102879.0078125,99589.828125,102599.8125,104936.1875,109526.2890625,103001.203125,104287.8984375,103391.7265625,103838.2265625
P20742,PZP,Pregnancy zone protein,P20742,PZP_HUMAN,34,34,35,35,35,35,35,5,16,8,6,5,8,11,12,13,9,16,17,13,16,35,35,35,34,35,36,35,34,33,35,46350.57421875,47041.54296875,41529.26171875,43536.28125,45164.109375,41486.65234375,44672.8515625,1939.9183349609375,3343.15869140625,2576.304931640625,4335.9287109375,4961.47119140625,1261.1793212890625,2506.255859375,2723.735595703125,2829.530517578125,2305.28955078125,4547.8486328125,2812.810546875,2553.481201171875,2774.04296875,42284.13671875,42459.90625,44332.5390625,44076.45703125,41530.5,42877.66796875,47184.0859375,23307.48046875,24765.8046875,23497.404296875
P20810,CAST,Calpastatin,P20810,ICAL_HUMAN,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,260284.640625,251366.328125,283279.28125,283127.40625,274477.1875,280441.78125,273928.65625,229718.609375,223401.9375,247591.421875,225024.90625,237212.0625,228786.65625,229211.9375,269913.1875,269794.40625,278092.5,282109,272691.1875,258573.890625,247929.328125,252963.09375,257935.015625,251541.40625,246681.421875,250999.21875,246478.96875,237339.5625,249233.09375,253865.484375,244669.921875
P20851,C4BPB,C4b-binding protein beta chain,P20851,C4BPB_HUMAN,8,6,8,8,8,8,8,8,6,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,24480.640625,13130.095703125,23259.63671875,25246.66796875,26042.185546875,25786.537109375,24071.37109375,16579.068359375,9712.2275390625,16236.5556640625,18647.671875,17506.2109375,15876.1484375,17066.091796875,15350.9365234375,14971.4267578125,14096.43359375,14314.2431640625,14746.8251953125,16240.931640625,17011.7734375,17749.1484375,18866.228515625,17682.296875,19378.642578125,16605.4375,15954.7578125,19930.1796875,18569.3984375,18741.296875,17798.8671875
P21266,GSTM3,Glutathione S-transferase Mu 3,P21266,GSTM3_HUMAN,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,3,2,2,1,5,3,7,7,7,11206.708984375,12598.080078125,10270.0517578125,10351.28515625,9931.4140625,9261.1416015625,9600.3017578125,6318.3369140625,7203.6806640625,6123.009765625,6112.31396484375,6427.091796875,6305.87353515625,5729.15087890625,9363.0859375,9310.40625,8927.208984375,10053.4052734375,8754.0302734375,8407.2666015625,7333.1650390625,1695.281494140625,1200.988525390625,1086.31689453125,1107.5455322265625,1394.4716796875,774.4696044921875,1354.1104736328125,5631.0361328125,6390.2666015625,6128.861328125
P21281,ATP6V1B2,"V-type proton ATPase subunit B, brain isoform",P21281,VATB2_HUMAN,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,22684.15625,24648.146484375,24551.234375,24111.931640625,22352.34765625,23740.6328125,22302.091796875,24304.623046875,25798.31640625,24859.91796875,24653.560546875,22385.064453125,23580,23149.0546875,31281.21875,30243.71875,29797.751953125,32332.51953125,28542.341796875,27767.380859375,25593.044921875,25650.525390625,22958.404296875,25542.685546875,24894.03125,25218.037109375,26486.4296875,24228.34765625,24530.744140625,24958.916015625,25664.99609375
P21291,CSRP1,Cysteine and glycine-rich protein 1,P21291,CSRP1_HUMAN,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,1580.5531005859375,1621.1885986328125,2444.1455078125,2424.1240234375,1686.09814453125,1917.644775390625,1269.74267578125,3057.95166015625,1345.5963134765625,3745.0888671875,4223.9580078125,3299.89111328125,2528.5341796875,3133.69287109375,1640.06640625,2321.83349609375,2380.46875,2205.460693359375,1766.7479248046875,1496.746337890625,1962.906005859375,1892.3104248046875,4061.63818359375,4863.69482421875,3410.838623046875,3691.109619140625,2658.7822265625,3301.3056640625,3334.823486328125,2863.529541015625,3174.906005859375
P21333,FLNA,Filamin-A,P21333,FLNA_HUMAN,99,96,98,101,102,101,98,101,98,103,104,106,103,105,95,104,101,101,102,94,102,102,106,105,106,103,102,104,104,104,103,30626.662109375,63707.04296875,63057.90234375,62474.30859375,56146.3828125,49558.34765625,47318.8046875,69696.71875,110671.8046875,112941.9765625,101344.1953125,104477.578125,67053.7421875,88305.2265625,29671.888671875,63696.5546875,67902.6796875,53308.515625,47263.171875,39995.33203125,50840.69921875,61314.44921875,111660.1875,127475.5625,86180.109375,99897.265625,67257.515625,96921.078125,74151.265625,74936.3125,75070.171875
P21399,ACO1,Cytoplasmic aconitate hydratase,P21399,ACOHC_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,26550.69921875,30835.322265625,27687.00390625,26173.244140625,22750.998046875,25473.361328125,26726.953125,23704.314453125,28634.07421875,24077.123046875,21206.603515625,23939.982421875,21007.62890625,22285.705078125,30923.61328125,27431.6796875,29207.767578125,32036.9296875,27831.583984375,28528.140625,29067.2265625,28823.07421875,27914.126953125,25914.888671875,27811.220703125,26917.01171875,29933.6640625,26474.89453125,29934.6640625,26438.849609375,28418.3359375
P21796,VDAC1,Voltage-dependent anion-selective channel protein 1,P21796,VDAC1_HUMAN,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,421.34002685546875,905.8225708007812,317.63336181640625,637.119384765625,476.52008056640625,858.5607299804688,732.190185546875,NaN,76.58118438720703,268.2783508300781,NaN,NaN,NaN,NaN,365.7627258300781,241.79881286621094,423.9794616699219,293.0975341796875,472.2594909667969,383.3558654785156,347.0147705078125,519.756591796875,422.0682067871094,400.1358947753906
P21926,CD9,CD9 antigen,P21926,CD9_HUMAN,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,461.30267333984375,1651.906982421875,1322.288818359375,2222.7890625,876.65625,865.2742919921875,1044.002197265625,813.3843994140625,1940.9708251953125,2925.800537109375,2005.080322265625,2572.407470703125,1448.1025390625,1762.272705078125,329.1722412109375,567.745849609375,1296.679443359375,1064.9136962890625,1071.60400390625,943.1748657226562,992.0384521484375,1808.66162109375,4649.32666015625,3842.7880859375,2514.20166015625,2776.987060546875,2564.281005859375,3114.734130859375,1018.8550415039062,2004.6357421875,1322.5972900390625
P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,P21980,TGM2_HUMAN,30,29,30,30,30,30,30,30,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,30,30,260587,260928.625,261697.625,255303.3125,250489.671875,247879.84375,245787.953125,224700.234375,221883.921875,223151.171875,212418.4375,212954.5625,204217.171875,209750.390625,226600.34375,228319.390625,229849.5625,217939.46875,217425.671875,203416.859375,201336.28125,264519.5625,269018.28125,256255.1875,250501.640625,248471.140625,247436.34375,233593.421875,232265.21875,229654.125,235015.296875
P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,P22061,PIMT_HUMAN,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,247409.203125,237452.25,253511.296875,244129.953125,256651.046875,266633.78125,250474.671875,261146.6875,256746.515625,257449.6875,255538.65625,263422.84375,269750.53125,273208.1875,257602.453125,263708.0625,266462.53125,267887.59375,273628.6875,253105.75,257085.609375,274084.125,267386.84375,250045.015625,265424.875,264300.21875,272917.6875,269541.375,244666.15625,261112.84375,257198.953125
P22234,PAICS,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,P22234,PUR6_HUMAN,14,12,14,14,14,14,14,15,15,15,15,15,14,14,14,15,14,15,14,14,14,15,14,14,14,14,14,14,14,13,14,40394.7265625,42150.71875,40528.421875,41212.28125,38969.296875,41629.078125,40501.76171875,58793.171875,56511.0390625,56800.97265625,56760.625,59285.4765625,59180.78125,56227.3046875,55361.734375,54325.6796875,57735.6640625,55820.31640625,54030.33203125,53047.640625,52622.9375,34366.40234375,30733.69921875,32113.26171875,28779.572265625,32316.47265625,33437.94140625,29562.125,45612.9296875,44337.36328125,45456.578125
P22303,ACHE,Acetylcholinesterase,P22303,ACES_HUMAN,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,7623.92431640625,8607.779296875,8279.82421875,7114.82373046875,8357.4443359375,7790.0576171875,8437.3642578125,7742.7177734375,7371.1337890625,7844.93408203125,7177.0517578125,7954.06005859375,7551.47802734375,8432.708984375,5648.0576171875,5901.451171875,7425.19482421875,6072.05810546875,7699.2578125,7420.5439453125,6767.53955078125,8422.02734375,7735.193359375,6930.76025390625,8294.8173828125,7027.34521484375,9591.1884765625,7632.63134765625,8210.2939453125,8502.0205078125,9335.3408203125
P22314,UBA1,Ubiquitin-like modifier-activating enzyme 1,P22314,UBA1_HUMAN,37,37,37,37,37,37,37,36,38,37,36,37,37,37,36,37,36,37,37,37,37,36,37,37,37,37,37,37,37,37,37,201775.125,206708.796875,203241.078125,197505.4375,196502.5625,196579.890625,196234.765625,210589.21875,212662.421875,203361.46875,204719.859375,207066.5625,206934.265625,202218.21875,207775.65625,207231.28125,208600.703125,212800.71875,209449.6875,193040.984375,193636.28125,201066.71875,197575.09375,190346.34375,197017.34375,201156.734375,201561.5625,190866.640625,201618.828125,202014.78125,197066.515625
P22352,GPX3,Glutathione peroxidase 3,P22352,GPX3_HUMAN,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,72406.2421875,59612.640625,63031.74609375,68294.390625,74400.7734375,66917.703125,72826.4765625,60290.421875,51024.5234375,55042.65625,60920.734375,63711.58203125,67899.140625,61169.74609375,69835.765625,62759.6640625,61884.0234375,67039.1015625,71678.265625,82935.5390625,80475.2109375,57209.609375,51522.2109375,61867.9921875,62665.99609375,60267.96875,62200.33203125,71975.25,64938.50390625,62390.48046875,61938.19140625
P22392,NME2,Nucleoside diphosphate kinase B,P22392,NDKB_HUMAN,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,408199.96875,415349.375,415451.46875,410013.0625,410366.53125,405719.59375,413080.40625,466418.125,449719.1875,463484.3125,451249.625,454959.03125,454047.5,441937.78125,406808.59375,409192.90625,409656,407126.09375,409532.75,392209.1875,386230.46875,424926.96875,417073.8125,414133.5625,410172,410505.5,426777.625,412746.15625,412395.46875,398903.71875,413464.40625
P22626,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1,P22626,ROA2_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4101.63232421875,7022.044921875,4479.10205078125,2849.663818359375,4415.13818359375,5125.32763671875,2472.242919921875,10276.4931640625,11127.404296875,9425.1787109375,9268.98828125,6952.84326171875,7828.34716796875,5147.68896484375,6123.27490234375,4736.021484375,4696.9228515625,5205.4677734375,4146.3525390625,4622.3525390625,4149.82421875,6975.36083984375,6670.63134765625,5949.2197265625,8329.7509765625,6405.57421875,6887.8837890625,6829.36767578125,6393.61083984375,5524.43994140625,5678.41259765625
P22792,CPN2,Carboxypeptidase N subunit 2,P22792,CPN2_HUMAN,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,124803.828125,117710.03125,118575.703125,113370.875,126770.6171875,123319.328125,131686.25,110133.6171875,94094.0703125,100030.4765625,107994.46875,105880.0390625,109213.34375,108163.234375,84326.3515625,79147.59375,80224.1796875,79327.40625,86660.34375,93421.171875,95991.2421875,125079.0390625,122388.7421875,125894.03125,129649.484375,130886.1875,128401.171875,145525.84375,101165.109375,107515.1484375,111903.3515625
P23142,FBLN1,Fibulin-1,P23142,FBLN1_HUMAN,12,9,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,32828.3359375,34249.6875,35119.85546875,36209.71875,38292.65625,37760.62109375,36757.1015625,42886.91015625,37775.01171875,40561.41796875,43710.2734375,41808.265625,43238.9921875,43511.45703125,35044.10546875,34570.65625,32625.470703125,35767.296875,36985.5078125,43239.41796875,39576.671875,34710.01953125,35595.05078125,35483.98046875,37067.0703125,31599.32421875,30532.41796875,41410.5,36826.1171875,37044.69921875,35812.6953125
P23276,KEL,Kell blood group glycoprotein,P23276,KELL_HUMAN,11,11,10,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12458.7705078125,13516.041015625,14292.6162109375,12820.001953125,12811.931640625,12602.3056640625,14384.1123046875,14135.83984375,13450.1103515625,14926.55078125,13879.673828125,14422.8583984375,13990.0673828125,14618.03125,13492.08203125,12968.2861328125,12728.93359375,12802.67578125,13059.56640625,13777.13671875,12392.8232421875,16558.634765625,13727.3115234375,14434.7734375,15042.2197265625,14831.4921875,16403.4921875,14034.5810546875,13283.4326171875,13518.439453125,14191.5888671875
P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B,P23284,PPIB_HUMAN,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,23528.068359375,4302.8359375,32385.087890625,32871.140625,32840.484375,33097.02734375,78307.328125,4814.7216796875,6792.55859375,5938.31103515625,5481.86181640625,5459.8642578125,5067.6826171875,7031.8193359375,1996.9613037109375,2568.6708984375,2516.53955078125,3826.438720703125,1559.6986083984375,3552.728515625,2489.15771484375,4603.27294921875,5916.5986328125,5145.47705078125,5754.2939453125,6664.32666015625,6497.57177734375,5566.8271484375,12965.783203125,13931.2353515625,13336.2548828125
P23381,WARS1,"Tryptophan--tRNA ligase, cytoplasmic",P23381,SYWC_HUMAN,13,13,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,13,14,30252.001953125,30946.02734375,27690.462890625,27846.9453125,28125.587890625,29144.25,28798.40625,28406.1484375,30882.224609375,28540.744140625,28176.53125,28107.8203125,28917.482421875,27800.10546875,30125.384765625,29088.93359375,28814.015625,29882.32421875,30967.427734375,31095.1953125,29740.8046875,29421.1953125,28927.923828125,27963.91015625,29255.09765625,29829.216796875,30318.46484375,28480.486328125,29021.99609375,29613.390625,29263.125
P23526,AHCY,Adenosylhomocysteinase,P23526,SAHH_HUMAN,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,243455.484375,262185,266366.21875,260783.3125,259058.703125,267668.96875,270676.96875,277720.21875,316120.75,288324.75,276359.28125,281027.90625,290201.875,282372.21875,266960.6875,252612.4375,259887.953125,269434.875,243129.96875,263135.4375,261663.765625,266508.53125,269419.40625,271463.59375,272849.90625,266131.09375,276422.15625,252064.59375,267323.96875,259846.515625,259937.65625
P23528,CFL1,Cofilin-1,P23528,COF1_HUMAN,14,13,14,15,14,15,15,15,15,14,15,15,15,15,15,15,15,14,15,14,15,15,15,15,15,15,15,15,15,15,15,108710.5234375,114292.359375,124038.0546875,119923.0703125,122380.8828125,110633.3515625,105072.1484375,146260.59375,95412.7109375,147068.421875,140374.203125,139603.890625,128895.609375,121818.375,135457.40625,148006.453125,142030.984375,149933.3125,146069.609375,136075.875,125817.125,133814.453125,146933.90625,141878.78125,133100.46875,127986.4296875,122695.28125,118773.59375,124061.8671875,126997.5546875,124725.3125
P23588,EIF4B,Eukaryotic translation initiation factor 4B,P23588,IF4B_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,28709.291015625,26426.37890625,25446.8984375,25157.673828125,25687.30078125,23896.83203125,23480.796875,26213.728515625,24811.10546875,25147.98828125,26241.857421875,24182.265625,26309.962890625,25411.142578125,25062.689453125,26378.103515625,26857.275390625,28341.373046875,24922.203125,25976.537109375,25256.486328125,22275.53515625,21405.259765625,21263.6015625,23168.25390625,23454.490234375,24308.263671875,22898.662109375,24834.7890625,24009.44921875,26259.48828125
P23634,ATP2B4,Plasma membrane calcium-transporting ATPase 4,P23634,AT2B4_HUMAN,8,7,8,8,8,8,8,8,7,8,8,8,8,8,7,7,8,7,7,7,7,8,8,8,8,8,7,8,8,7,7,11198.873046875,11469.1103515625,12433.2509765625,11543.4462890625,12482.3759765625,12804.9599609375,12196.3984375,12857.6181640625,11538.044921875,13050.275390625,12070.7890625,12305.0673828125,12782.3369140625,11578.021484375,9730.4599609375,9770.8095703125,9903.13671875,9111.0087890625,9573.7470703125,8797.9677734375,8776.4951171875,13034.181640625,12900.455078125,12260.3779296875,12383.9560546875,13479.1455078125,13406.98046875,12472.9130859375,11226.416015625,11656.4150390625,11614.083984375
P23919,DTYMK,Thymidylate kinase,P23919,KTHY_HUMAN,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14354.5068359375,17173.71484375,14579.5263671875,13264.4921875,12996.2822265625,13526.224609375,9724.44140625,20313.76171875,22199.041015625,20547.69140625,18071.65234375,16975.015625,19060.140625,15077.58203125,28549.341796875,21858.1640625,25928.162109375,25474.1640625,24995.177734375,22695.5546875,19694.376953125,22018.3359375,20424.78125,19924.1953125,18862.615234375,20501.8046875,18093.19921875,15837.208984375,19541.408203125,16839.419921875,19760.267578125
P23921,RRM1,Ribonucleoside-diphosphate reductase large subunit,P23921,RIR1_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4162.7021484375,4270.703125,3906.921142578125,2582.26416015625,3496.088623046875,3567.852783203125,3352.869873046875,8598.728515625,8551.822265625,7563.11376953125,6642.0615234375,7075.43212890625,6981.92724609375,6695.39306640625,8689.93359375,9204.7568359375,9440.013671875,7994.37890625,8113.5625,7589.76220703125,7502.2001953125,4455.0302734375,4177.9873046875,3840.873046875,3373.613525390625,3834.0634765625,4626.9619140625,3654.310302734375,6260.755859375,5724.80810546875,6149.392578125
